"year","age","sex","population"
"2022",36,"female",838
"2022",37,"female",836
"2022",38,"female",784
"2022",39,"female",706
"2022",40,"female",838
"2022",41,"female",843
"2022",42,"female",836
"2022",43,"female",801
"2022",44,"female",764
"2022",45,"female",761
"2022",46,"female",745
"2022",47,"female",804
"2022",48,"female",759
"2022",49,"female",687
"2022",50,"female",777
"2022",51,"female",662
"2022",52,"female",705
"2022",53,"female",735
"2022",54,"female",736
"2022",55,"female",718
"2022",56,"female",722
"2022",57,"female",655
"2022",58,"female",692
"2022",59,"female",681
"2022",60,"female",607
"2022",61,"female",560
"2022",62,"female",504
"2022",63,"female",539
"2022",64,"female",503
"2022",65,"female",514
"2022",66,"female",424
"2022",67,"female",351
"2022",68,"female",331
"2022",69,"female",316
"2022",70,"female",265
"2022",71,"female",261
"2022",72,"female",265
"2022",73,"female",259
"2022",74,"female",223
"2022",75,"female",206
"2022",76,"female",194
"2022",77,"female",187
"2022",78,"female",159
"2022",79,"female",152
"2022",80,"female",170
"2022",81,"female",145
"2022",82,"female",161
"2022",83,"female",158
"2022",84,"female",104
"2022",85,"female",126
"2022",86,"female",85
"2022",87,"female",109
"2022",88,"female",88
"2022",89,"female",69
"2022",90,"female",64
"2022",91,"female",54
"2022",92,"female",38
"2022",93,"female",27
"2022",94,"female",32
"2022",95,"female",22
"2022",96,"female",19
"2022",97,"female",7
"2022",98,"female",7
"2022",99,"female",8
"2022",100,"female",12
"2022",0,"male",919
"2022",1,"male",825
"2022",2,"male",772
"2022",3,"male",852
"2022",4,"male",891
"2022",5,"male",858
"2022",6,"male",832
"2022",7,"male",814
"2022",8,"male",818
"2022",9,"male",858
"2022",10,"male",859
"2022",11,"male",772
"2022",12,"male",790
"2022",13,"male",786
"2022",14,"male",714
"2022",15,"male",787
"2022",16,"male",751
"2022",17,"male",694
"2022",18,"male",705
"2022",19,"male",738
"2022",20,"male",765
"2022",21,"male",839
"2022",22,"male",919
"2022",23,"male",924
"2022",24,"male",1011
"2022",25,"male",1126
"2022",26,"male",1160
"2022",27,"male",1246
"2022",28,"male",1273
"2022",29,"male",1314
"2022",30,"male",1303
"2022",31,"male",1349
"2022",32,"male",1285
"2022",33,"male",1411
"2022",34,"male",1358
"2022",35,"male",1394
"2022",36,"male",1382
"2022",37,"male",1364
"2022",38,"male",1240
"2022",39,"male",1300
"2022",40,"male",1214
"2022",41,"male",1196
"2022",42,"male",1175
"2022",43,"male",1172
"2022",44,"male",1016
"2022",45,"male",979
"2022",46,"male",972
"2022",47,"male",983
"2022",48,"male",892
"2022",49,"male",896
"2022",50,"male",924
"2022",51,"male",818
"2022",52,"male",846
"2022",53,"male",711
"2022",54,"male",695
"2022",55,"male",741
"2022",56,"male",676
"2022",57,"male",653
"2022",58,"male",689
"2022",59,"male",604
"2022",60,"male",565
"2022",61,"male",559
"2022",62,"male",503
"2022",63,"male",569
"2022",64,"male",559
"2022",65,"male",533
"2022",66,"male",418
"2022",67,"male",389
"2022",68,"male",349
"2022",69,"male",281
"2022",70,"male",284
"2022",71,"male",278
"2022",72,"male",236
"2022",73,"male",217
"2022",74,"male",204
"2022",75,"male",167
"2022",76,"male",152
"2022",77,"male",134
"2022",78,"male",130
"2022",79,"male",128
"2022",80,"male",102
"2022",81,"male",83
"2022",82,"male",68
"2022",83,"male",69
"2022",84,"male",45
"2022",85,"male",46
"2022",86,"male",40
"2022",87,"male",40
"2022",88,"male",30
"2022",89,"male",22
"2022",90,"male",13
"2022",91,"male",18
"2022",92,"male",16
"2022",93,"male",14
"2022",94,"male",8
"2022",95,"male",5
"2022",96,"male",2
"2022",97,"male",2
"2022",98,"male",2
"2022",99,"male",5
"2022",100,"male",0
"2022",0,"both",1781
"2022",1,"both",1641
"2022",2,"both",1539
"2022",3,"both",1671
"2022",4,"both",1709
"2022",5,"both",1690
"2022",6,"both",1628
"2022",7,"both",1588
"2022",8,"both",1590
"2022",9,"both",1670
"2022",10,"both",1735
"2022",11,"both",1545
"2022",12,"both",1556
"2022",13,"both",1635
"2022",14,"both",1485
"2022",15,"both",1506
"2022",16,"both",1462
"2022",17,"both",1402
"2022",18,"both",1409
"2022",19,"both",1426
"2022",20,"both",1410
"2022",21,"both",1524
"2022",22,"both",1654
"2022",23,"both",1545
"2022",24,"both",1712
"2022",25,"both",1927
"2022",26,"both",1974
"2022",27,"both",2042
"2022",28,"both",2212
"2022",29,"both",2197
"2022",30,"both",2104
"2022",31,"both",2227
"2022",32,"both",2177
"2022",33,"both",2234
"2022",34,"both",2218
"2022",35,"both",2220
"2022",36,"both",2220
"2022",37,"both",2200
"2022",38,"both",2024
"2022",39,"both",2006
"2022",40,"both",2052
"2022",41,"both",2039
"2022",42,"both",2011
"2022",43,"both",1973
"2022",44,"both",1780
"2022",45,"both",1740
"2022",46,"both",1717
"2022",47,"both",1787
"2022",48,"both",1651
"2022",49,"both",1583
"2022",50,"both",1701
"2022",51,"both",1480
"2022",52,"both",1551
"2022",53,"both",1446
"2022",54,"both",1431
"2022",55,"both",1459
"2022",56,"both",1398
"2022",57,"both",1308
"2022",58,"both",1381
"2022",59,"both",1285
"2022",60,"both",1172
"2022",61,"both",1119
"2022",62,"both",1007
"2022",63,"both",1108
"2022",64,"both",1062
"2022",65,"both",1047
"2022",66,"both",842
"2022",67,"both",740
"2022",68,"both",680
"2022",69,"both",597
"2022",70,"both",549
"2022",71,"both",539
"2022",72,"both",501
"2022",73,"both",476
"2022",74,"both",427
"2022",75,"both",373
"2022",76,"both",346
"2022",77,"both",321
"2022",78,"both",289
"2022",79,"both",280
"2022",80,"both",272
"2022",81,"both",228
"2022",82,"both",229
"2022",83,"both",227
"2022",84,"both",149
"2022",85,"both",172
"2022",86,"both",125
"2022",87,"both",149
"2022",88,"both",118
"2022",89,"both",91
"2022",90,"both",77
"2022",91,"both",72
"2022",92,"both",54
"2022",93,"both",41
"2022",94,"both",40
"2022",95,"both",27
"2022",96,"both",21
"2022",97,"both",9
"2022",98,"both",9
"2022",99,"both",13
"2022",100,"both",12
"2023",0,"female",755
"2023",1,"female",862
"2023",2,"female",816
"2023",3,"female",767
"2023",4,"female",822
"2023",5,"female",815
"2023",6,"female",829
"2023",7,"female",795
"2023",8,"female",774
"2023",9,"female",771
"2023",10,"female",810
"2023",11,"female",872
"2023",12,"female",771
"2023",13,"female",764
"2023",14,"female",850
"2023",15,"female",771
"2023",16,"female",717
"2023",17,"female",712
"2023",18,"female",706
"2023",19,"female",705
"2023",20,"female",687
"2023",21,"female",644
"2023",22,"female",683
"2023",23,"female",734
"2023",24,"female",620
"2023",25,"female",696
"2023",26,"female",799
"2023",27,"female",816
"2023",28,"female",792
"2023",29,"female",936
"2023",30,"female",875
"2023",31,"female",795
"2023",32,"female",876
"2023",33,"female",886
"2023",34,"female",816
"2023",35,"female",852
"2023",36,"female",816
"2023",37,"female",828
"2023",38,"female",827
"2023",39,"female",779
"2023",40,"female",705
"2023",41,"female",834
"2023",42,"female",839
"2023",43,"female",830
"2023",44,"female",797
"2023",45,"female",765
"2023",46,"female",753
"2023",47,"female",744
"2023",48,"female",804
"2023",49,"female",752
"2023",50,"female",679
"2023",51,"female",772
"2023",52,"female",657
"2023",53,"female",699
"2023",54,"female",732
"2023",55,"female",736
"2023",56,"female",716
"2023",57,"female",719
"2023",58,"female",654
"2023",59,"female",689
"2023",60,"female",673
"2023",61,"female",603
"2023",62,"female",558
"2023",63,"female",500
"2023",64,"female",530
"2023",65,"female",496
"2023",66,"female",509
"2023",67,"female",420
"2023",68,"female",345
"2023",69,"female",326
"2023",70,"female",307
"2023",71,"female",261
"2023",72,"female",253
"2023",73,"female",258
"2023",74,"female",252
"2023",75,"female",211
"2023",76,"female",200
"2023",77,"female",186
"2023",78,"female",182
"2023",79,"female",147
"2023",80,"female",150
"2023",81,"female",162
"2023",82,"female",136
"2023",83,"female",153
"2023",84,"female",151
"2023",85,"female",91
"2023",86,"female",122
"2023",87,"female",78
"2023",88,"female",101
"2023",89,"female",74
"2023",90,"female",59
"2023",91,"female",54
"2023",92,"female",46
"2023",93,"female",31
"2023",94,"female",24
"2023",95,"female",26
"2023",96,"female",15
"2023",97,"female",14
"2023",98,"female",1
"2023",99,"female",6
"2023",100,"female",15
"2023",0,"male",794
"2023",1,"male",916
"2023",2,"male",825
"2023",3,"male",772
"2023",4,"male",851
"2023",5,"male",892
"2023",6,"male",857
"2023",7,"male",829
"2023",8,"male",812
"2023",9,"male",820
"2023",10,"male",854
"2023",11,"male",858
"2023",12,"male",772
"2023",13,"male",790
"2023",14,"male",787
"2023",15,"male",713
"2023",16,"male",789
"2023",17,"male",750
"2023",18,"male",695
"2023",19,"male",706
"2023",20,"male",737
"2023",21,"male",757
"2023",22,"male",827
"2023",23,"male",902
"2023",24,"male",908
"2023",25,"male",986
"2023",26,"male",1101
"2023",27,"male",1125
"2023",28,"male",1231
"2023",29,"male",1246
"2023",30,"male",1290
"2023",31,"male",1271
"2023",32,"male",1314
"2023",33,"male",1276
"2023",34,"male",1388
"2023",35,"male",1318
"2023",36,"male",1357
"2023",37,"male",1347
"2023",38,"male",1333
"2023",39,"male",1203
"2023",40,"male",1267
"2023",41,"male",1189
"2023",42,"male",1159
"2023",43,"male",1151
"2023",44,"male",1154
"2023",45,"male",1002
"2023",46,"male",961
"2023",47,"male",958
"2023",48,"male",966
"2023",49,"male",874
"2023",50,"male",873
"2023",51,"male",906
"2023",52,"male",808
"2023",53,"male",837
"2023",54,"male",699
"2023",55,"male",685
"2023",56,"male",725
"2023",57,"male",661
"2023",58,"male",634
"2023",59,"male",672
"2023",60,"male",588
"2023",61,"male",550
"2023",62,"male",543
"2023",63,"male",492
"2023",64,"male",560
"2023",65,"male",543
"2023",66,"male",521
"2023",67,"male",403
"2023",68,"male",378
"2023",69,"male",333
"2023",70,"male",268
"2023",71,"male",272
"2023",72,"male",270
"2023",73,"male",224
"2023",74,"male",207
"2023",75,"male",198
"2023",76,"male",158
"2023",77,"male",142
"2023",78,"male",125
"2023",79,"male",119
"2023",80,"male",116
"2023",81,"male",94
"2023",82,"male",76
"2023",83,"male",57
"2023",84,"male",62
"2023",85,"male",38
"2023",86,"male",35
"2023",87,"male",36
"2023",88,"male",36
"2023",89,"male",26
"2023",90,"male",16
"2023",91,"male",10
"2023",92,"male",17
"2023",93,"male",11
"2023",94,"male",13
"2023",95,"male",6
"2023",96,"male",3
"2023",97,"male",1
"2023",98,"male",0
"2023",99,"male",2
"2023",100,"male",1
"2023",0,"both",1549
"2023",1,"both",1778
"2023",2,"both",1641
"2023",3,"both",1539
"2023",4,"both",1673
"2023",5,"both",1707
"2023",6,"both",1686
"2023",7,"both",1624
"2023",8,"both",1586
"2023",9,"both",1591
"2023",10,"both",1664
"2023",11,"both",1730
"2023",12,"both",1543
"2023",13,"both",1554
"2023",14,"both",1637
"2023",15,"both",1484
"2023",16,"both",1506
"2023",17,"both",1462
"2023",18,"both",1401
"2023",19,"both",1411
"2023",20,"both",1424
"2023",21,"both",1401
"2023",22,"both",1510
"2023",23,"both",1636
"2023",24,"both",1528
"2023",25,"both",1682
"2023",26,"both",1900
"2023",27,"both",1941
"2023",28,"both",2023
"2023",29,"both",2182
"2023",30,"both",2165
"2023",31,"both",2066
"2023",32,"both",2190
"2023",33,"both",2162
"2023",34,"both",2204
"2023",35,"both",2170
"2023",36,"both",2173
"2023",37,"both",2175
"2023",38,"both",2160
"2023",39,"both",1982
"2023",40,"both",1972
"2023",41,"both",2023
"2023",42,"both",1998
"2023",43,"both",1981
"2023",44,"both",1951
"2023",45,"both",1767
"2023",46,"both",1714
"2023",47,"both",1702
"2023",48,"both",1770
"2023",49,"both",1626
"2023",50,"both",1552
"2023",51,"both",1678
"2023",52,"both",1465
"2023",53,"both",1536
"2023",54,"both",1431
"2023",55,"both",1421
"2023",56,"both",1441
"2023",57,"both",1380
"2023",58,"both",1288
"2023",59,"both",1361
"2023",60,"both",1261
"2023",61,"both",1153
"2023",62,"both",1101
"2023",63,"both",992
"2023",64,"both",1090
"2023",65,"both",1039
"2023",66,"both",1030
"2023",67,"both",823
"2023",68,"both",723
"2023",69,"both",659
"2023",70,"both",575
"2023",71,"both",533
"2023",72,"both",523
"2023",73,"both",482
"2023",74,"both",459
"2023",75,"both",409
"2023",76,"both",358
"2023",77,"both",328
"2023",78,"both",307
"2023",79,"both",266
"2023",80,"both",266
"2023",81,"both",256
"2023",82,"both",212
"2023",83,"both",210
"2023",84,"both",213
"2023",85,"both",129
"2023",86,"both",157
"2023",87,"both",114
"2023",88,"both",137
"2023",89,"both",100
"2023",90,"both",75
"2023",91,"both",64
"2023",92,"both",63
"2023",93,"both",42
"2023",94,"both",37
"2023",95,"both",32
"2023",96,"both",18
"2023",97,"both",15
"2023",98,"both",1
"2023",99,"both",8
"2023",100,"both",16
"2024",0,"female",693
"2024",1,"female",753
"2024",2,"female",862
"2024",3,"female",817
"2024",4,"female",771
"2024",5,"female",823
"2024",6,"female",816
"2024",7,"female",832
"2024",8,"female",797
"2024",9,"female",775
"2024",10,"female",774
"2024",11,"female",811
"2024",12,"female",872
"2024",13,"female",770
"2024",14,"female",765
"2024",15,"female",852
"2024",16,"female",772
"2024",17,"female",717
"2024",18,"female",713
"2024",19,"female",708
"2024",20,"female",707
"2024",21,"female",688
"2024",22,"female",645
"2024",23,"female",685
"2024",24,"female",738
"2024",25,"female",621
"2024",26,"female",705
"2024",27,"female",799
"2024",28,"female",823
"2024",29,"female",801
"2024",30,"female",936
"2024",31,"female",879
"2024",32,"female",803
"2024",33,"female",879
"2024",34,"female",890
"2024",35,"female",819
"2024",36,"female",853
"2024",37,"female",822
"2024",38,"female",829
"2024",39,"female",834
"2024",40,"female",782
"2024",41,"female",705
"2024",42,"female",841
"2024",43,"female",838
"2024",44,"female",833
"2024",45,"female",797
"2024",46,"female",769
"2024",47,"female",753
"2024",48,"female",750
"2024",49,"female",804
"2024",50,"female",751
"2024",51,"female",681
"2024",52,"female",769
"2024",53,"female",655
"2024",54,"female",700
"2024",55,"female",732
"2024",56,"female",733
"2024",57,"female",716
"2024",58,"female",720
"2024",59,"female",651
"2024",60,"female",686
"2024",61,"female",666
"2024",62,"female",601
"2024",63,"female",554
"2024",64,"female",495
"2024",65,"female",528
"2024",66,"female",495
"2024",67,"female",507
"2024",68,"female",414
"2024",69,"female",341
"2024",70,"female",321
"2024",71,"female",304
"2024",72,"female",254
"2024",73,"female",250
"2024",74,"female",252
"2024",75,"female",241
"2024",76,"female",211
"2024",77,"female",195
"2024",78,"female",186
"2024",79,"female",177
"2024",80,"female",140
"2024",81,"female",147
"2024",82,"female",153
"2024",83,"female",134
"2024",84,"female",145
"2024",85,"female",144
"2024",86,"female",78
"2024",87,"female",109
"2024",88,"female",62
"2024",89,"female",94
"2024",90,"female",62
"2024",91,"female",50
"2024",92,"female",42
"2024",93,"female",36
"2024",94,"female",20
"2024",95,"female",73
"2024",0,"male",752
"2024",1,"male",794
"2024",2,"male",917
"2024",3,"male",825
"2024",4,"male",771
"2024",5,"male",850
"2024",6,"male",895
"2024",7,"male",858
"2024",8,"male",830
"2024",9,"male",813
"2024",10,"male",823
"2024",11,"male",855
"2024",12,"male",860
"2024",13,"male",769
"2024",14,"male",791
"2024",15,"male",787
"2024",16,"male",713
"2024",17,"male",789
"2024",18,"male",754
"2024",19,"male",700
"2024",20,"male",714
"2024",21,"male",750
"2024",22,"male",764
"2024",23,"male",845
"2024",24,"male",922
"2024",25,"male",927
"2024",26,"male",1013
"2024",27,"male",1122
"2024",28,"male",1153
"2024",29,"male",1253
"2024",30,"male",1272
"2024",31,"male",1322
"2024",32,"male",1296
"2024",33,"male",1331
"2024",34,"male",1301
"2024",35,"male",1428
"2024",36,"male",1331
"2024",37,"male",1377
"2024",38,"male",1364
"2024",39,"male",1345
"2024",40,"male",1225
"2024",41,"male",1280
"2024",42,"male",1201
"2024",43,"male",1168
"2024",44,"male",1173
"2024",45,"male",1168
"2024",46,"male",1019
"2024",47,"male",969
"2024",48,"male",966
"2024",49,"male",981
"2024",50,"male",885
"2024",51,"male",882
"2024",52,"male",911
"2024",53,"male",810
"2024",54,"male",831
"2024",55,"male",695
"2024",56,"male",692
"2024",57,"male",721
"2024",58,"male",659
"2024",59,"male",628
"2024",60,"male",662
"2024",61,"male",577
"2024",62,"male",539
"2024",63,"male",537
"2024",64,"male",484
"2024",65,"male",550
"2024",66,"male",528
"2024",67,"male",512
"2024",68,"male",397
"2024",69,"male",364
"2024",70,"male",322
"2024",71,"male",259
"2024",72,"male",261
"2024",73,"male",261
"2024",74,"male",211
"2024",75,"male",201
"2024",76,"male",187
"2024",77,"male",153
"2024",78,"male",130
"2024",79,"male",117
"2024",80,"male",104
"2024",81,"male",105
"2024",82,"male",87
"2024",83,"male",64
"2024",84,"male",52
"2024",85,"male",53
"2024",86,"male",35
"2024",87,"male",29
"2024",88,"male",31
"2024",89,"male",27
"2024",90,"male",18
"2024",91,"male",12
"2024",92,"male",9
"2024",93,"male",15
"2024",94,"male",4
"2024",95,"male",21
"2024",0,"both",1445
"2024",1,"both",1547
"2024",2,"both",1779
"2024",3,"both",1642
"2024",4,"both",1542
"2024",5,"both",1673
"2024",6,"both",1711
"2024",7,"both",1690
"2024",8,"both",1627
"2024",9,"both",1588
"2024",10,"both",1597
"2024",11,"both",1666
"2024",12,"both",1732
"2024",13,"both",1539
"2024",14,"both",1556
"2024",15,"both",1639
"2024",16,"both",1485
"2024",17,"both",1506
"2024",18,"both",1467
"2024",19,"both",1408
"2024",20,"both",1421
"2024",21,"both",1438
"2024",22,"both",1409
"2024",23,"both",1530
"2024",24,"both",1660
"2024",25,"both",1548
"2024",26,"both",1718
"2024",27,"both",1921
"2024",28,"both",1976
"2024",29,"both",2054
"2024",30,"both",2208
"2024",31,"both",2201
"2024",32,"both",2099
"2024",33,"both",2210
"2024",34,"both",2191
"2024",35,"both",2247
"2024",36,"both",2184
"2024",37,"both",2199
"2024",38,"both",2193
"2024",39,"both",2179
"2024",40,"both",2007
"2024",41,"both",1985
"2024",42,"both",2042
"2024",43,"both",2006
"2024",44,"both",2006
"2024",45,"both",1965
"2024",46,"both",1788
"2024",47,"both",1722
"2024",48,"both",1716
"2024",49,"both",1785
"2024",50,"both",1636
"2024",51,"both",1563
"2024",52,"both",1680
"2024",53,"both",1465
"2024",54,"both",1531
"2024",55,"both",1427
"2024",56,"both",1425
"2024",57,"both",1437
"2024",58,"both",1379
"2024",59,"both",1279
"2024",60,"both",1348
"2024",61,"both",1243
"2024",62,"both",1140
"2024",63,"both",1091
"2024",64,"both",979
"2024",65,"both",1078
"2024",66,"both",1023
"2024",67,"both",1019
"2024",68,"both",811
"2024",69,"both",705
"2024",70,"both",643
"2024",71,"both",563
"2024",72,"both",515
"2024",73,"both",511
"2024",74,"both",463
"2024",75,"both",442
"2024",76,"both",398
"2024",77,"both",348
"2024",78,"both",316
"2024",79,"both",294
"2024",80,"both",244
"2024",81,"both",252
"2024",82,"both",240
"2024",83,"both",198
"2024",84,"both",197
"2024",85,"both",197
"2024",86,"both",113
"2024",87,"both",138
"2024",88,"both",93
"2024",89,"both",121
"2024",90,"both",80
"2024",91,"both",62
"2024",92,"both",51
"2024",93,"both",51
"2024",94,"both",24
"2024",95,"both",94
